shlok_number,shlok_text
259,ਬੰਿਦ ਖਲਾਸੀ ਭਾਣੈ ਹੋਇ ॥
260,ਹੋਰ ੁ ਆਿਖ ਨ ਸਕੈ ਕਇੋ ॥
261,ਜੇ ਕੋ ਖਾਇਕੁ ਆਖਿਣ ਪਾਇ ॥
262,ਓਹ ੁ ਜਾਣੈ ਜੇਤੀਆ ਮੁਿਹ ਖਾਇ ॥
263,ਆਪੇ ਜਾਣੈ ਆਪੇ ਦਇੇ ॥
264,ਆਖਿਹ ਿਸ ਿਭ ਕੇਈ ਕੇਇ ॥
265,ਿਜਸ ਨੋ ਬਖਸੇ ਿਸਫਿਤ ਸਾਲਾਹ ॥
266,ਨਾਨਕ ਪਾਿਤਸਾਹੀ ਪਾਿਤਸਾਹੁ ॥
267,੨੫ ॥
268,ਅਮਲੁ ਗੁਣ ਅਮਲੁ ਵਾਪਾਰ ॥
269,ਅਮੁਲ ਵਾਪਾਰੀਏ ਅਮਲੁ ਭੰਡਾਰ ॥
270,ਅਮਲੁ ਆਵਿਹ ਅਮਲੁ ਲ ੈ ਜਾਿਹ ॥
271,ਅਮਲੁ ਭਾਇ ਅਮੁਲਾ ਸਮਾਿਹ ॥
272,ਅਮੁਲੁ ਧਰਮੁ ਅਮੁਲੁ ਦੀਬਾਣੁ ॥
273,ਅਮੁਲੁ ਤੁਲੁ ਅਮੁਲੁ ਪਰਵਾਣੁ ॥
274,ਅਮੁਲੁ ਬਖਸੀਸ ਅਮੁਲੁ ਨੀਸਾਣੁ ॥
275,ਅਮਲੁ ੁ ਕਰਮੁ ਅਮਲੁ ੁ ਫਰੁ ਮਾਣੁ ॥
276,ਅਮੁਲੋ ਅਮੁਲੁ ਆਿਖਆ ਨ ਜਾਇ ॥
277,ਆਿਖ ਆਿਖ ਰਹੇ ਿਲਵ ਲਾਇ ॥
278,ਆਖਿਹ ਵੇਦ ਪਾਠ ਪੁਰਾਣ ॥
279,ਆਖਿਹ ਪੜੇ ਕਰਿਹ ਵਿਖਆਣ ॥
280,ਆਖਿਹ ਬਰਮੇ ਆਖਿਹ ਇੰਦ ॥
281,6 ਆਖਿਹ ਗਪੋ ੀ ਤੈ ਗੋਿਵੰਦ ॥
282,ਆਖਿਹ ਈਸਰ ਆਖਿਹ ਿਸਧ ॥
283,ਆਖਿਹ ਕੇਤੇ ਕੀਤੇ ਬੁਧ ॥
284,ਆਖਿਹ ਦਾਨਵ ਆਖਿਹ ਦਵੇ ॥
285,ਆਖਿਹ ਸੁਿਰ ਨਰ ਮੁਿਨ ਜਨ ਸੇਵ ॥
286,ਕੇਤੇ ਆਖਿਹ ਆਖਿਣ ਪਾਿਹ ॥
287,ਕੇਤੇ ਕਿਹ ਕਿਹ ਉਿਠ ਉਿਠ ਜਾਿਹ ॥
288,ਏਤੇ ਕੀਤੇ ਹੋਿਰ ਕਰੇਿਹ ॥
289,ਤਾ ਆਿਖ ਨ ਸਕਿਹ ਕੇਈ ਕੇਇ ॥
290,ਜੇਵਡੁ ਭਾਵੈ ਤਵੇ ਡੁ ਹੋਇ ॥
291,ਨਾਨਕ ਜਾਣੈ ਸਾਚਾ ਸਇੋ ॥
292,ਜੇ ਕੋ ਆਖ ੈ ਬਲੋ ੁਿਵਗਾੜੁ ॥
293,ਤਾ ਿਲਖੀਐ ਿਸਿਰ ਗਾਵਾਰਾ ਗਾਵਾਰ ੁ ॥
294,੨੬ ॥
295,ਸੋ ਦਰ ੁ ਕੇਹਾ ਸੋ ਘਰ ੁ ਕੇਹਾ ਿਜਤੁ ਬਿਹ ਸਰਬ ਸਮਾਲੇ ॥
296,ਵਾਜੇ ਨਾਦ ਅਨੇਕ ਅਸੰਖਾ ਕੇਤੇ ਵਾਵਣਹਾਰੇ ॥
297,ਕੇਤੇ ਰਾਗ ਪਰੀ ਿਸਉ ਕਹੀਅਿਨ ਕੇਤੇ ਗਾਵਣਹਾਰੇ ॥
298,ਗਾਵਿਹ ਤੁਹਨੋ ਪਉਣੁ ਪਾਣੀ ਬੈਸੰਤਰ ੁ ਗਾਵੈ ਰਾਜਾ ਧਰਮੁ ਦਆੁ ਰੇ ॥
299,ਗਾਵਿਹ ਿਚਤੁ ਗੁਪਤੁ ਿਲਿਖ ਜਾਣਿਹ ਿਲਿਖ ਿਲਿਖ ਧਰਮੁ ਵੀਚਾਰੇ ॥
300,ਗਾਵਿਹ ਈਸਰ ੁ ਬਰਮਾ ਦਵੇ ੀ ਸੋਹਿਨ ਸਦਾ ਸਵਾਰੇ ॥
301,ਗਾਵਿਹ ਇੰਦ ਇਦਾਸਿਣ ਬੈਠੇ ਦੇਵਿਤਆ ਦਿਰ ਨਾਲੇ ॥
302,ਗਾਵਿਹ ਿਸਧ ਸਮਾਧੀ ਅਦੰ ਿਰ ਗਾਵਿਨ ਸਾਧ ਿਵਚਾਰੇ ॥
303,ਗਾਵਿਨ ਜਤੀ ਸਤੀ ਸੰਤੋਖੀ ਗਾਵਿਹ ਵੀਰ ਕਰਾਰੇ ॥
304,ਗਾਵਿਨ ਪੰਿਡਤ ਪੜਿਨ ਰਖੀਸਰ ਜੁਗੁ ਜਗੁ ੁ ਵੇਦਾ ਨਾਲੇ ॥
305,ਗਾਵਿਹ ਮਹੋ ਣੀਆ ਮਨੁ ਮੋਹਿਨ ਸੁਰਗਾ ਮਛ ਪਇਆਲੇ ॥
306,ਗਾਵਿਨ ਰਤਨ ਉਪਾਏ ਤੇਰੇ ਅਠਸਿਠ ਤੀਰਥ ਨਾਲੇ ॥
307,ਗਾਵਿਹ ਜੋਧ ਮਹਾਬਲ ਸੂਰਾ ਗਾਵਿਹ ਖਾਣੀ ਚਾਰੇ ॥
308,ਗਾਵਿਹ ਖਡੰ ਮਡੰ ਲ ਵਰਭੰਡਾ ਕਿਰ ਕਿਰ ਰਖੇ ਧਾਰੇ ॥
309,ਸੇਈ ਤੁਧੁਨੋ ਗਾਵਿਹ ਜੋ ਤੁਧੁ ਭਾਵਿਨ ਰਤੇ ਤੇਰੇ ਭਗਤ ਰਸਾਲੇ ॥
310,ਹੋਿਰ ਕੇਤੇ ਗਾਵਿਨ ਸੇ ਮੈ ਿਚਿਤ ਨ ਆਵਿਨ ਨਾਨਕੁ ਿਕਆ ਵੀਚਾਰੇ ॥
311,ਸਈੋ ਸਈੋ ਸਦਾ ਸਚ ੁ ਸਾਿਹਬੁ ਸਾਚਾ ਸਾਚੀ ਨਾਈ ॥
312,ਹੈ ਭੀ ਹੋਸੀ ਜਾਇ ਨ ਜਾਸੀ ਰਚਨਾ ਿਜਿਨ ਰਚਾਈ ॥
313,ਰਗੰ ੀ ਰੰਗੀ ਭਾਤੀ ਕਿਰ ਕਿਰ ਿਜਨਸੀ ਮਾਇਆ ਿਜਿਨ ਉਪਾਈ ॥
314,ਕਿਰ ਕਿਰ ਵੇਖੈ ਕੀਤਾ ਆਪਣਾ ਿਜਵ ਿਤਸ ਦੀ ਵਿਡਆਈ ॥
315,ਜੋ ਿਤਸੁ ਭਾਵੈ ਸਈੋ ਕਰਸੀ ਹਕੁ ਮੁ ਨ ਕਰਣਾ ਜਾਈ ॥
316,ਸੋ ਪਾਿਤਸਾਹ ੁ ਸਾਹਾ ਪਾਿਤਸਾਿਹਬੁ ਨਾਨਕ ਰਹਣੁ ਰਜਾਈ ॥
317,੨੭ ॥
318,ਮੁੰਦਾ ਸੰਤੋਖੁ ਸਰਮੁ ਪਤੁ ਝਲੋ ੀ ਿਧਆਨ ਕੀ ਕਰਿਹ ਿਬਭੂਿਤ ॥
319,ਿਖੰਥਾ ਕਾਲੁ ਕੁਆਰੀ ਕਾਇਆ ਜੁਗਿਤ ਡੰਡਾ ਪਰਤੀਿਤ ॥
320,ਆਈ ਪਥੰ ੀ ਸਗਲ ਜਮਾਤੀ ਮਿਨ ਜੀਤੈ ਜਗੁ ਜੀਤੁ ॥
321,ਆਦੇਸੁ ਿਤਸੈ ਆਦੇਸੁ ॥
322,ਆਿਦ ਅਨੀਲੁ ਅਨਾਿਦ ਅਨਾਹਿਤ ਜੁਗੁ ਜਗੁ ੁ ਏਕੋ ਵੇਸ ੁ ॥
323,੨੮ ॥
324,ਭੁਗਿਤ ਿਗਆਨੁ ਦਇਆ ਭੰਡਾਰਿਣ ਘਿਟ ਘਿਟ ਵਾਜਿਹ ਨਾਦ ॥
325,ਆਿਪ ਨਾਥੁ ਨਾਥੀ ਸਭ ਜਾ ਕੀ ਿਰਿਧ ਿਸਿਧ ਅਵਰਾ ਸਾਦ ॥
326,ਸੰਜੋਗੁ ਿਵਜੋਗੁ ਦਇੁ ਕਾਰ ਚਲਾਵਿਹ 7 ਲੇਖੇ ਆਵਿਹ ਭਾਗ ॥
327,ਆਦੇਸੁ ਿਤਸੈ ਆਦੇਸੁ ॥
328,ਆਿਦ ਅਨੀਲੁ ਅਨਾਿਦ ਅਨਾਹਿਤ ਜੁਗੁ ਜੁਗੁ ਏਕੋ ਵੇਸੁ ॥
329,੨੯ ॥
330,ਏਕਾ ਮਾਈ ਜੁਗਿਤ ਿਵਆਈ ਿਤਿਨ ਚੇਲੇ ਪਰਵਾਣੁ ॥
331,ਇਕੁ ਸੰਸਾਰੀ ਇਕੁ ਭੰਡਾਰੀ ਇਕੁ ਲਾਏ ਦੀਬਾਣੁ ॥
332,ਿਜਵ ਿਤਸੁ ਭਾਵੈ ਿਤਵੈ ਚਲਾਵੈ ਿਜਵ ਹੋਵੈ ਫਰੁ ਮਾਣੁ ॥
333,ਓਹ ੁ ਵੇਖੈ ਓਨਾ ਨਦਿਰ ਨ ਆਵੈ ਬਹਤੁ ਾ ਏਹ ੁ ਿਵਡਾਣੁ ॥
334,ਆਦੇਸੁ ਿਤਸੈ ਆਦੇਸੁ ॥
335,ਆਿਦ ਅਨੀਲੁ ਅਨਾਿਦ ਅਨਾਹਿਤ ਜਗੁ ੁ ਜੁਗੁ ਏਕੋ ਵੇਸੁ ॥
336,੩੦ ॥
337,ਆਸਣੁ ਲਇੋ ਲਇੋ ਭੰਡਾਰ ॥
338,ਜੋ ਿਕਛੁ ਪਾਇਆ ਸੁ ਏਕਾ ਵਾਰ ॥
339,ਕਿਰ ਕਿਰ ਵੇਖੈ ਿਸਰਜਣਹਾਰ ੁ ॥
340,ਨਾਨਕ ਸਚੇ ਕੀ ਸਾਚੀ ਕਾਰ ॥
341,ਆਦੇਸੁ ਿਤਸੈ ਆਦੇਸੁ ॥
342,ਆਿਦ ਅਨੀਲੁ ਅਨਾਿਦ ਅਨਾਹਿਤ ਜੁਗੁ ਜੁਗੁ ਏਕੋ ਵੇਸੁ ॥
343,੩੧ ॥
344,ਇਕ ਦੂ ਜੀਭੌ ਲਖ ਹੋਿਹ ਲਖ ਹੋਵਿਹ ਲਖ ਵੀਸ ॥
345,ਲਖੁ ਲਖੁ ਗੇੜਾ ਆਖੀਅਿਹ ਏਕੁ ਨਾਮੁ ਜਗਦੀਸ ॥
346,ਏਤੁ ਰਾਿਹ ਪਿਤ ਪਵੜੀਆ ਚੜੀਐ ਹੋਇ ਇਕੀਸ ॥
347,ਸਿੁ ਣ ਗਲਾ ਆਕਾਸ ਕੀ ਕੀਟਾ ਆਈ ਰੀਸ ॥
348,ਨਾਨਕ ਨਦਰੀ ਪਾਈਐ ਕੂੜੀ ਕੂੜੈ ਠੀਸ ॥
349,੩੨ ॥
350,ਆਖਿਣ ਜਰੋ ੁ ਚਪੁ ੈ ਨਹ ਜਰੋ ੁ ॥
351,ਜੋਰ ੁ ਨ ਮੰਗਿਣ ਦਿੇ ਣ ਨ ਜੋਰ ੁ ॥
352,ਜੋਰ ੁ ਨ ਜੀਵਿਣ ਮਰਿਣ ਨਹ ਜਰੋ ੁ ॥
353,ਜੋਰ ੁ ਨ ਰਾਿਜ ਮਾਿਲ ਮਿਨ ਸਰੋ ੁ ॥
354,ਜੋਰ ੁ ਨ ਸਰੁ ਤੀ ਿਗਆਿਨ ਵੀਚਾਿਰ ॥
355,ਜੋਰ ੁ ਨ ਜਗੁ ਤੀ ਛੁਟੈ ਸੰਸਾਰ ੁ ॥
356,ਿਜਸ ੁ ਹਿਥ ਜੋਰ ੁ ਕਿਰ ਵੇਖ ੈ ਸਇੋ ॥
357,ਨਾਨਕ ਉਤਮੁ ਨੀਚ ੁ ਨ ਕਇੋ ॥
358,੩੩ ॥
359,ਰਾਤੀ ਰਤੁ ੀ ਿਥਤੀ ਵਾਰ ॥
360,ਪਵਣ ਪਾਣੀ ਅਗਨੀ ਪਾਤਾਲ ॥
361,ਿਤਸੁ ਿਵਿਚ ਧਰਤੀ ਥਾਿਪ ਰਖੀ ਧਰਮ ਸਾਲ ॥
362,ਿਤਸੁ ਿਵਿਚ ਜੀਅ ਜੁਗਿਤ ਕੇ ਰਗੰ ॥
363,ਿਤਨ ਕੇ ਨਾਮ ਅਨਕੇ ਅਨੰਤ ॥
364,ਕਰਮੀ ਕਰਮੀ ਹੋਇ ਵੀਚਾਰ ੁ ॥
365,ਸਚਾ ਆਿਪ ਸਚਾ ਦਰਬਾਰ ੁ ॥
366,ਿਤਥੈ ਸੋਹਿਨ ਪੰਚ ਪਰਵਾਣੁ ॥
367,ਨਦਰੀ ਕਰਿਮ ਪਵੈ ਨੀਸਾਣੁ ॥
368,ਕਚ ਪਕਾਈ ਓਥੈ ਪਾਇ ॥
369,ਨਾਨਕ ਗਇਆ ਜਾਪੈ ਜਾਇ ॥
370,੩੪ ॥
371,ਧਰਮ ਖੰਡ ਕਾ ਏਹੋ ਧਰਮੁ ॥
372,ਿਗਆਨ ਖਡੰ ਕਾ ਆਖਹ ੁ ਕਰਮੁ ॥
373,ਕੇਤੇ ਪਵਣ ਪਾਣੀ ਵਸੈ ੰਤਰ ਕੇਤੇ ਕਾਨ ਮਹਸੇ ॥
374,ਕੇਤੇ ਬਰਮੇ ਘਾੜਿਤ ਘੜੀਅਿਹ ਰਪੂ ਰੰਗ ਕੇ ਵੇਸ ॥
375,ਕੇਤੀਆ ਕਰਮ ਭੂਮੀ ਮਰੇ ਕੇਤੇ ਕੇਤੇ ਧੂ ਉਪਦੇਸ ॥
376,ਕੇਤੇ ਇਦੰ ਚਦੰ ਸੂਰ ਕੇਤੇ ਕੇਤੇ ਮਡੰ ਲ ਦੇਸ ॥
377,ਕੇਤੇ ਿਸਧ ਬੁਧ ਨਾਥ ਕੇਤੇ ਕੇਤੇ ਦਵੇ ੀ ਵੇਸ ॥
378,ਕੇਤੇ ਦੇਵ ਦਾਨਵ ਮੁਿਨ ਕੇਤੇ ਕੇਤੇ ਰਤਨ ਸਮੁੰਦ ॥
379,ਕੇਤੀਆ ਖਾਣੀ ਕੇਤੀਆ ਬਾਣੀ ਕੇਤੇ ਪਾਤ ਨਿਰੰਦ ॥
380,ਕੇਤੀਆ ਸੁਰਤੀ ਸੇਵਕ ਕੇਤੇ ਨਾਨਕ ਅੰਤੁ ਨ ਅੰਤੁ ॥
381,੩੫ ॥
382,ਿਗਆਨ ਖੰਡ ਮਿਹ ਿਗਆਨੁ ਪਰਚੰਡੁ ॥
383,ਿਤਥੈ ਨਾਦ ਿਬਨੋਦ ਕੋਡ ਅਨਦੰ ੁ ॥
384,8 ਸਰਮ ਖੰਡ ਕੀ ਬਾਣੀ ਰਪੂ ੁ ॥
385,ਿਤਥੈ ਘਾੜਿਤ ਘੜੀਐ ਬਹਤੁ ੁ ਅਨੂਪੁ ॥
386,ਤਾ ਕੀਆ ਗਲਾ ਕਥੀਆ ਨਾ ਜਾਿਹ ॥
387,ਜੇ ਕੋ ਕਹੈ ਿਪਛੈ ਪਛੁਤਾਇ ॥
388,ਿਤਥੈ ਘੜੀਐ ਸੁਰਿਤ ਮਿਤ ਮਿਨ ਬੁਿਧ ॥
389,ਿਤਥੈ ਘੜੀਐ ਸੁਰਾ ਿਸਧਾ ਕੀ ਸੁਿਧ ॥
390,੩੬ ॥
391,ਕਰਮ ਖੰਡ ਕੀ ਬਾਣੀ ਜਰੋ ੁ ॥
392,ਿਤਥੈ ਹਰੋ ੁ ਨ ਕੋਈ ਹੋਰ ੁ ॥
393,ਿਤਥੈ ਜਧੋ ਮਹਾਬਲ ਸੂਰ ॥
394,ਿਤਨ ਮਿਹ ਰਾਮੁ ਰਿਹਆ ਭਰਪੂਰ ॥
395,ਿਤਥ ੈ ਸੀਤੋ ਸੀਤਾ ਮਿਹਮਾ ਮਾਿਹ ॥
396,ਤਾ ਕੇ ਰਪੂ ਨ ਕਥਨੇ ਜਾਿਹ ॥
397,ਨਾ ਓਿਹ ਮਰਿਹ ਨ ਠਾਗੇ ਜਾਿਹ ॥
398,ਿਜਨ ਕੈ ਰਾਮੁ ਵਸੈ ਮਨ ਮਾਿਹ ॥
399,ਿਤਥੈ ਭਗਤ ਵਸਿਹ ਕੇ ਲੋਅ ॥
400,ਕਰਿਹ ਅਨਦੰ ੁ ਸਚਾ ਮਿਨ ਸਇੋ ॥
401,ਸਚ ਖਿੰ ਡ ਵਸੈ ਿਨਰਕੰ ਾਰ ॥
402,ੁ ਕਿਰ ਕਿਰ ਵੇਖ ੈ ਨਦਿਰ ਿਨਹਾਲ ॥
403,ਿਤਥ ੈ ਖੰਡ ਮੰਡਲ ਵਰਭੰਡ ॥
404,ਜੇ ਕੋ ਕਥੈ ਤ ਅੰਤ ਨ ਅੰਤ ॥
405,ਿਤਥੈ ਲੋਅ ਲੋਅ ਆਕਾਰ ॥
406,ਿਜਵ ਿਜਵ ਹਕੁ ਮੁ ਿਤਵੈ ਿਤਵ ਕਾਰ ॥
407,ਵੇਖੈ ਿਵਗਸੈ ਕਿਰ ਵੀਚਾਰ ੁ ॥
408,ਨਾਨਕ ਕਥਨਾ ਕਰੜਾ ਸਾਰੁ ॥
409,੩੭ ॥
410,ਜਤੁ ਪਾਹਾਰਾ ਧੀਰਜੁ ਸੁਿਨਆਰ ੁ ॥
411,ਅਹਰਿਣ ਮਿਤ ਵੇਦੁ ਹਥੀਆਰ ੁ ॥
412,ਭਉ ਖਲਾ ਅਗਿਨ ਤਪ ਤਾਉ ॥
413,ਭ(cid:194)ਡਾ ਭਾਉ ਅਿੰ ਮਰ੍ਤੁ ਿਤਤੁ ਢਾਿਲ ॥
414,ਘੜੀਐ ਸਬਦੁ ਸਚੀ ਟਕਸਾਲ ॥
415,ਿਜਨ ਕਉ ਨਦਿਰ ਕਰਮੁ ਿਤਨ ਕਾਰ ॥
416,ਨਾਨਕ ਨਦਰੀ ਨਦਿਰ ਿਨਹਾਲ ॥
417,੩੮ ॥
418,ਸਲਕੋ ੁ ॥
419,ਪਵਣੁ ਗੁਰ ੂ ਪਾਣੀ ਿਪਤਾ ਮਾਤਾ ਧਰਿਤ ਮਹਤੁ ॥
420,ਿਦਵਸੁ ਰਾਿਤ ਦੁਇ ਦਾਈ ਦਾਇਆ ਖੇਲੈ ਸਗਲ ਜਗਤੁ ॥
421,ਚਿੰ ਗਆਈਆ ਬੁਿਰਆਈਆ ਵਾਚੈ ਧਰਮੁ ਹਦੂਿਰ ॥
422,ਕਰਮੀ ਆਪੋ ਆਪਣੀ ਕੇ ਨੜੇ ੈ ਕੇ ਦੂਿਰ ॥
423,ਿਜਨੀ ਨਾਮੁ ਿਧਆਇਆ ਗਏ ਮਸਕਿਤ ਘਾਿਲ ॥
424,ਨਾਨਕ ਤੇ ਮੁਖ ਉਜਲੇ ਕੇਤੀ ਛੁਟੀ ਨਾਿਲ ॥
425,੧ ॥
426,ਸੋ ਦਰ ੁ ਰਾਗੁ ਆਸਾ ਮਹਲਾ ੧ ੧ਓ ਸਿਤਗੁਰ ਪਰ੍ਸਾਿਦ ॥
427,ਸੋ ਦਰ ੁ ਤੇਰਾ ਕੇਹਾ ਸੋ ਘਰੁ ਕੇਹਾ ਿਜਤੁ ਬਿਹ ਸਰਬ ਸਮਾਲੇ ॥
428,ਵਾਜੇ ਤਰੇ ੇ ਨਾਦ ਅਨਕੇ ਅਸੰਖਾ ਕੇਤੇ ਤੇਰੇ ਵਾਵਣਹਾਰੇ ॥
429,ਕੇਤੇ ਤਰੇ ੇ ਰਾਗ ਪਰੀ ਿਸਉ ਕਹੀਅਿਹ ਕੇਤੇ ਤਰੇ ੇ ਗਾਵਣਹਾਰੇ ॥
430,ਗਾਵਿਨ ਤੁਧਨੋ ਪਵਣੁ ਪਾਣੀ ਬੈਸੰਤਰ ੁ ਗਾਵੈ ਰਾਜਾ ਧਰਮੁ ਦਆੁ ਰੇ ॥
431,ਗਾਵਿਨ ਤੁਧਨੋ ਿਚਤੁ ਗੁਪਤੁ ਿਲਿਖ ਜਾਣਿਨ ਿਲਿਖ ਿਲਿਖ ਧਰਮੁ ਬੀਚਾਰੇ ॥
432,ਗਾਵਿਨ ਤੁਧਨੋ ਈਸਰ ੁ ਬਰ੍ਹਮਾ ਦੇਵੀ ਸਹੋ ਿਨ ਤੇਰੇ ਸਦਾ ਸਵਾਰੇ ॥
433,ਗਾਵਿਨ ਤੁਧਨੋ ਇੰਦ ਰ੍ ਇੰਦਰ੍ਾਸਿਣ ਬੈਠੇ ਦਵੇ ਿਤਆ ਦਿਰ ਨਾਲੇ ॥
434,ਗਾਵਿਨ ਤੁਧਨੋ ਿਸਧ ਸਮਾਧੀ ਅਦੰ ਿਰ ਗਾਵਿਨ ਤੁਧਨੋ ਸਾਧ ਬੀਚਾਰੇ ॥
435,9 ਗਾਵਿਨ ਤੁਧਨੋ ਜਤੀ ਸਤੀ ਸੰਤੋਖੀ ਗਾਵਿਨ ਤੁਧਨੋ ਵੀਰ ਕਰਾਰੇ ॥
436,ਗਾਵਿਨ ਤੁਧਨੋ ਪੰਿਡਤ ਪੜਿਨ ਰਖੀਸੁਰ ਜੁਗੁ ਜੁਗੁ ਵੇਦਾ ਨਾਲੇ ॥
437,ਗਾਵਿਨ ਤੁਧਨੋ ਮੋਹਣੀਆ ਮਨੁ ਮਹੋ ਿਨ ਸੁਰਗੁ ਮਛੁ ਪਇਆਲੇ ॥
438,ਗਾਵਿਨ ਤੁਧਨੋ ਰਤਨ ਉਪਾਏ ਤੇਰੇ ਅਠਸਿਠ ਤੀਰਥ ਨਾਲੇ ॥
439,ਗਾਵਿਨ ਤੁਧਨੋ ਜਧੋ ਮਹਾਬਲ ਸੂਰਾ ਗਾਵਿਨ ਤੁਧਨੋ ਖਾਣੀ ਚਾਰੇ ॥
440,ਗਾਵਿਨ ਤੁਧਨੋ ਖੰਡ ਮੰਡਲ ਬਹਰ੍ ਮੰਡਾ ਕਿਰ ਕਿਰ ਰਖੇ ਤੇਰੇ ਧਾਰੇ ॥
441,ਸੇਈ ਤੁਧਨੋ ਗਾਵਿਨ ਜੋ ਤੁਧੁ ਭਾਵਿਨ ਰਤੇ ਤਰੇ ੇ ਭਗਤ ਰਸਾਲੇ ॥
442,ਹੋਿਰ ਕੇਤੇ ਤੁਧਨੋ ਗਾਵਿਨ ਸੇ ਮੈ ਿਚਿਤ ਨ ਆਵਿਨ ਨਾਨਕੁ ਿਕਆ ਬੀਚਾਰੇ ॥
443,ਸਈੋ ਸੋਈ ਸਦਾ ਸਚ ੁ ਸਾਿਹਬੁ ਸਾਚਾ ਸਾਚੀ ਨਾਈ ॥
444,ਹੈ ਭੀ ਹੋਸੀ ਜਾਇ ਨ ਜਾਸੀ ਰਚਨਾ ਿਜਿਨ ਰਚਾਈ ॥
445,ਰੰਗੀ ਰੰਗੀ ਭਾਤੀ ਕਿਰ ਕਿਰ ਿਜਨਸੀ ਮਾਇਆ ਿਜਿਨ ਉਪਾਈ ॥
446,ਕਿਰ ਕਿਰ ਦਖੇ ੈ ਕੀਤਾ ਆਪਣਾ ਿਜਉ ਿਤਸ ਦੀ ਵਿਡਆਈ ॥
447,ਜੋ ਿਤਸੁ ਭਾਵੈ ਸਈੋ ਕਰਸੀ ਿਫਿਰ ਹਕੁ ਮੁ ਨ ਕਰਣਾ ਜਾਈ ॥
448,ਸੋ ਪਾਿਤਸਾਹ ੁ ਸਾਹਾ ਪਿਤਸਾਿਹਬੁ ਨਾਨਕ ਰਹਣੁ ਰਜਾਈ ॥
449,੧ ॥
450,ਆਸਾ ਮਹਲਾ ੧ ॥
451,ਸੁਿਣ ਵਡਾ ਆਖ ੈ ਸਭੁ ਕੋਇ ॥
452,ਕੇਵਡੁ ਵਡਾ ਡੀਠਾ ਹੋਇ ॥
453,ਕੀਮਿਤ ਪਾਇ ਨ ਕਿਹਆ ਜਾਇ ॥
454,ਕਹਣੈ ਵਾਲੇ ਤੇਰੇ ਰਹੇ ਸਮਾਇ ॥
455,੧ ॥
456,ਵਡੇ ਮੇਰੇ ਸਾਿਹਬਾ ਗਿਹਰ ਗੰਭੀਰਾ ਗੁਣੀ ਗਹੀਰਾ ॥
457,ਕਇੋ ਨ ਜਾਣੈ ਤਰੇ ਾ ਕੇਤਾ ਕੇਵਡੁ ਚੀਰਾ ॥
458,੧ ॥
459,ਰਹਾਉ ॥
460,ਸਿਭ ਸਰੁ ਤੀ ਿਮਿਲ ਸੁਰਿਤ ਕਮਾਈ ॥
461,ਸਭ ਕੀਮਿਤ ਿਮਿਲ ਕੀਮਿਤ ਪਾਈ ॥
462,ਿਗਆਨੀ ਿਧਆਨੀ ਗੁਰ ਗੁਰਹਾਈ ॥
463,ਕਹਣੁ ਨ ਜਾਈ ਤੇਰੀ ਿਤਲੁ ਵਿਡਆਈ ॥
464,੨ ॥
465,ਸਿਭ ਸਤ ਸਿਭ ਤਪ ਸਿਭ ਚੰਿਗਆਈਆ ॥
466,ਿਸਧਾ ਪੁਰਖਾ ਕੀਆ ਵਿਡਆਈਆ ॥
467,ਤੁਧੁ ਿਵਣੁ ਿਸਧੀ ਿਕਨੈ ਨ ਪਾਈਆ ॥
468,ਕਰਿਮ ਿਮਲੈ ਨਾਹੀ ਠਾਿਕ ਰਹਾਈਆ ॥
469,੩ ॥
470,ਆਖਣ ਵਾਲਾ ਿਕਆ ਵੇਚਾਰਾ ॥
471,ਿਸਫਤੀ ਭਰੇ ਤੇਰੇ ਭੰਡਾਰਾ ॥
472,ਿਜਸੁ ਤੂ ਦੇਿਹ ਿਤਸੈ ਿਕਆ ਚਾਰਾ ॥
473,ਨਾਨਕ ਸਚ ੁ ਸਵਾਰਣਹਾਰਾ ॥
474,੪ ॥
475,੨ ॥
476,ਆਸਾ ਮਹਲਾ ੧ ॥
477,ਆਖਾ ਜੀਵਾ ਿਵਸਰੈ ਮਿਰ ਜਾਉ ॥
478,ਆਖਿਣ ਅਉਖਾ ਸਾਚਾ ਨਾਉ ॥
479,ਸਾਚੇ ਨਾਮ ਕੀ ਲਾਗੈ ਭੂਖ ॥
480,ਉਤੁ ਭੂਖ ੈ ਖਾਇ ਚਲੀਅਿਹ ਦਖੂ ॥
481,੧ ॥
482,ਸੋ ਿਕਉ ਿਵਸਰੈ ਮਰੇ ੀ ਮਾਇ ॥
483,ਸਾਚਾ ਸਾਿਹਬੁ ਸਾਚੈ ਨਾਇ ॥
484,੧ ॥
485,ਰਹਾਉ ॥
486,ਸਾਚੇ ਨਾਮ ਕੀ ਿਤਲੁ ਵਿਡਆਈ ॥
487,ਆਿਖ ਥਕੇ ਕੀਮਿਤ ਨਹੀ ਪਾਈ ॥
488,ਜੇ ਸਿਭ ਿਮਿਲ ਕੈ ਆਖਣ ਪਾਿਹ ॥
489,ਵਡਾ ਨ ਹੋਵੈ ਘਾਿਟ ਨ ਜਾਇ ॥
490,੨ ॥
491,ਨਾ ਓਹ ੁ ਮਰੈ ਨ ਹੋਵੈ ਸੋਗੁ ॥
492,ਦੇਦਾ ਰਹੈ ਨ ਚਕੂ ੈ ਭੋਗੁ ॥
493,ਗੁਣੁ ਏਹੋ ਹੋਰ ੁ ਨਾਹੀ ਕੋਇ ॥
